3132,35
3134,51
3135,41
3136,47
3137,31
3139,43
3140,55
3141,59
3142,41
3143,47
3144,46
3145,45
3146,47
3147,39
3148,31
3150,47
3151,43
3152,41
3155,39
3156,37
3157,27
3158,31
3159,31
3160,39
3161,59
3162,39
3163,43
3164,67
3165,51
3166,41
3167,55
3168,31
3169,39
3170,35
3171,39
3172,27
3173,39
3175,31
3176,30
3177,63
3178,39
3179,23
3180,31
3182,42
3183,30
3184,14
3185,22
3186,42
3187,22
3188,30
3192,22
3193,18
3194,22
3197,30
3199,14
3201,18
3202,18
3203,26
3205,22
3211,22
3213,22
3214,22
3221,27
3223,53
3224,30
3226,45
3231,39
3232,31
3233,39
3235,31
3236,33
3238,30
3240,30
3241,19
3242,39
3243,29
3244,31
3245,30
3247,30
3249,19
3250,30
3253,30
3254,19
3255,19
3256,22
3257,30
3258,37
3259,27
3260,31
3263,59
3267,14
3273,18
3275,14
3276,26
3282,38
3283,47
3284,38
3285,43
3286,30
3288,39
3289,32
3290,35
3292,43
3293,24
3294,38
3295,59
3296,42
3297,21
3298,23
3299,25
3300,25
3301,39
3302,22
3303,25
3304,27
3305,39
3306,23
3307,31
3308,27
3309,30
3310,24
3311,21
3312,39
3313,29
3314,32
3315,23
3316,30
3317,24
3318,39
3319,21
3320,49
3321,25
3322,25
3323,59
3324,25
3325,30
3326,21
3327,27
3328,39
3329,27
3330,19
3331,39
3332,19
3333,21
3335,16
3336,41
3337,23
3338,31
3339,23
3340,21
3341,41
3342,23
3343,23
3344,19
3345,35
3346,29
3347,21
3348,19
3349,30
3350,39
3351,25
3352,21
3353,30
3354,31
3355,25
3356,21
3357,35
3358,25
3359,35
3360,25
3361,23
3362,34
3363,33
3364,27
3365,27
3366,31
3367,39
3368,30
3369,29
3370,25
3371,27
3372,39
3373,27
3374,36
3375,35
3376,39
3377,25
3378,28
3379,35
3381,21
3382,31
3383,25
3384,25
3386,27
3387,25
3388,25
3389,28
3390,24
3391,25
3392,19
3393,19
3394,21
3395,30
3396,25
3397,25
3398,23
3399,24
3400,24
3401,19
3402,23
3403,31
3404,27
3405,23
3407,23
3408,27
3409,35
3410,31
3411,27
3412,18
3413,22
3414,33
3415,25
3416,30
3417,27
3418,33
3419,27
3420,21
3421,23
3422,21
3423,29
3424,27
3425,33
3427,40
3428,30
3429,39
3430,19
3431,23
3432,30
3434,35
3435,45
3436,30
3437,39
3438,31
3440,43
3441,30
3443,41
3445,30
3447,30
3449,18
3452,43
3453,19
3454,24
3455,30
3456,22
3457,46
3458,40
3459,34
3461,33
3462,39
3463,37
3464,30
3466,30
3467,42
3468,30
3469,23
3470,30
3471,30
3472,39
3474,36
3476,30
3477,33
3478,43
3479,45
3480,30
3481,22
3486,30
3489,31
3490,31
3491,24
3492,27
3493,31
3494,25
3495,26
3496,25
3497,23
3498,21
3499,25
3500,31
3501,29
3502,29
3503,30
3504,27
3505,33
3506,29
3507,36
3508,31
3509,31
3510,31
3511,22
3513,21
3514,23
3515,19
3516,31
3517,35
3518,34
3519,0
3520,27
3521,36
3522,19
3523,25
3524,23
3525,21
3526,27
3527,27
3528,21
3529,25
3530,19
3531,27
3532,27
3533,34
3534,39
3535,27
3536,43
3537,29
3538,45
3539,43
3540,35
3541,39
3542,29
3544,27
3545,33
3546,21
3547,41
3551,23
3552,39
3553,37
3554,27
3555,27
3556,19
3557,19
3558,27
3559,19
3560,19
3561,26
3562,27
3563,21
3564,19
3565,19
3566,25
3567,19
3568,21
3569,29
3570,31
3572,33
3573,25
3574,23
3576,27
3577,23
3578,21
3579,25
3580,30
3581,27
3582,28
3583,30
3584,30
3585,24
3586,19
3587,27
3588,21
3589,19
3590,19
3591,21
3592,19
3593,35
3595,18
3596,19
3597,25
3598,19
3599,27
3601,19
3602,23
3603,21
3604,17
3605,21
3606,21
3608,21
3609,23
3610,27
3611,31
3614,23
3615,21
3616,25
3617,27
3618,25
3620,23
3622,15
3623,39
3625,22
3628,31
3629,33
3630,0
3631,27
3632,33
3635,0
3636,30
3637,31
3641,54
3646,26
3647,23
3648,25
3649,30
3653,19
3654,35
3656,31
3658,27
3659,25
3660,39
3661,19
3662,21
3663,25
3664,30
3666,35
3668,26
3669,19
3671,37
3673,21
3674,27
3675,31
3676,24
3677,18
3678,18
3679,14
3680,55
3684,43
3686,39
3688,29
3689,47
3691,19
